id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento,fecha_ultima_compra,frecuencia_tickets,frecuencia_lineas,valor_total,dias_desde_ultima_compra,churn
9535,Valentina Arroyo Lillo,24,Masculino,Lima,Los Olivos,2023-02-24,Tienda,Inactivo,2024-07-16,3,8,5269.3,533,1
9536,Hernando Figueroa Gutierrez,35,Masculino,Arequipa,Paucarpata,2024-03-09,Web,Inactivo,,0,0,0.0,999,1
9537,Estela del Pina,45,Masculino,Lima,San Miguel,2022-02-28,Web,Inactivo,2025-03-16,2,7,17017.87,290,1
9538,Dimas Briones Aragonés,36,Masculino,Lima,Ate,2023-10-14,Web,Inactivo,2025-07-24,2,7,5698.24,160,1
9539,Juan Francisco Roca-Enríquez,24,Femenino,Lima,Comas,2023-12-05,Tienda,Inactivo,2025-09-14,3,9,14625.55,108,1
9540,Pastor Armas-Garzón,18,Masculino,Piura,Catacaos,2022-08-24,Tienda,Inactivo,2023-05-16,1,5,3087.46,960,1
9541,Quirino Sebastian Muro Ribes,32,Masculino,Lima,Miraflores,2022-02-22,Tienda,Inactivo,2025-03-12,8,24,23143.07,294,1
9542,Flavia Cabañas,22,Femenino,Lima,Miraflores,2023-08-06,App,Inactivo,2025-08-16,3,7,11629.55,137,1
9543,Amado Vizcaíno Porcel,30,Masculino,Trujillo,La Esperanza,2022-12-31,Web,Regular,2025-10-16,5,12,6110.8,76,0
9544,Vinicio Roma-Gomis,18,Masculino,Lima,Los Olivos,2022-11-28,Web,Regular,2025-12-25,7,21,19615.2,6,0
9545,Violeta del Calderón,58,Femenino,Trujillo,Moche,2023-03-06,Tienda,Frecuente,2025-12-02,15,37,28580.34,29,0
9546,Ainara Montenegro Valcárcel,66,Masculino,Lima,Los Olivos,2022-12-17,Web,Alto Valor,2025-12-20,18,52,69093.22,11,0
9547,Concepción de Llamas,63,Femenino,Lima,San Miguel,2023-10-11,Web,Regular,2025-12-03,6,20,23181.53,28,0
9548,Adán Gaspar Manrique Barrio,58,Femenino,Lima,La Molina,2022-12-07,Web,Inactivo,2025-08-13,12,35,47906.0,140,1
9549,Hermenegildo Menéndez,44,Masculino,Cusco,Wanchaq,2022-10-17,App,Inactivo,2025-08-24,3,10,9354.04,129,1
9550,Amparo Azorin Valentín,74,Femenino,Lima,Ate,2022-05-02,Tienda,Alto Valor,2025-12-18,18,51,67964.36,13,0
9551,Amador Lucas Torrijos,18,Masculino,Lima,San Miguel,2023-04-24,App,Regular,2025-12-01,6,14,17423.91,30,0
9552,Eliana Viana Guardiola,59,Femenino,Lima,Comas,2023-05-14,Tienda,Alto Valor,2025-11-07,10,36,35488.37,54,0
9553,Anastasio Perera Alcalá,42,Femenino,Lima,San Isidro,2023-06-18,Web,Inactivo,2025-05-27,2,2,73.75,218,1
9554,Adela Alvarez Vidal,35,Masculino,Lima,Comas,2022-05-01,Web,Regular,2025-12-24,8,23,19108.07,7,0
9555,Rosalina Padilla Orozco,41,Femenino,Lima,Miraflores,2023-06-23,Tienda,Inactivo,,0,0,0.0,999,1
9556,Ariel Salmerón Hernando,43,Masculino,Lima,San Miguel,2022-07-21,Web,Alto Valor,2025-12-30,18,51,51260.25,1,0
9557,Rosenda Aroa Uriarte Tur,37,Femenino,Arequipa,Socabaya,2023-08-13,Tienda,Regular,2025-12-07,4,9,2403.91,24,0
9558,Bartolomé Saldaña,45,Masculino,Lima,San Isidro,2023-06-12,Tienda,Alto Valor,2025-12-24,16,34,56677.79,7,0
9559,Eladio Paulino Bonilla Arroyo,27,Femenino,Lima,Ate,2022-11-22,Tienda,Inactivo,2025-03-22,5,13,17133.5,284,1
9560,Rolando del Cuevas,42,Masculino,Piura,Tambogrande,2022-09-23,Tienda,Alto Valor,2025-12-17,15,50,65859.74,14,0
9561,Alejandro Lladó Blasco,43,Masculino,Lima,San Isidro,2022-03-31,App,Frecuente,2025-11-07,10,32,28577.13,54,0
9562,Isabel Ochoa-Alcántara,36,Femenino,Piura,Piura,2023-01-13,Web,Alto Valor,2025-11-28,18,51,80863.25,33,0
9563,Ruperta Cano Caro,18,Masculino,Lima,Los Olivos,2022-06-17,Web,Inactivo,2025-06-01,5,19,36515.44,213,1
9564,Ciriaco del Girón,33,Masculino,Trujillo,La Esperanza,2022-01-05,Web,Inactivo,2025-05-18,6,15,7437.02,227,1
9565,Vanesa Perea,46,Masculino,Lima,Los Olivos,2022-03-31,Web,Ocasional,2025-11-26,3,6,1755.13,35,0
9566,Patricio Gaya Gimenez,42,Femenino,Lima,La Molina,2022-01-16,Web,Inactivo,2025-07-22,7,15,17251.65,162,1
9567,Evaristo Escobar Cortes,34,Masculino,Lima,San Isidro,2022-06-04,Web,Regular,2025-12-31,7,17,9522.11,0,0
9568,Saturnino Anglada Bernat,28,Masculino,Trujillo,La Esperanza,2022-03-26,Tienda,Inactivo,2025-03-04,3,9,21170.2,302,1
9569,Matilde Ropero Codina,36,Femenino,Lima,San Isidro,2022-07-25,App,Inactivo,2025-05-09,8,25,33040.66,236,1
9570,Tadeo Peñalver Blazquez,36,Masculino,Piura,Piura,2023-03-26,Tienda,Regular,2025-12-24,6,15,13643.4,7,0
9571,Valerio Hector Tejero Pedrero,27,Masculino,Lima,Surco,2025-07-11,Tienda,Inactivo,,0,0,0.0,999,1
9572,Benigno Llamas-Salas,25,Femenino,Lima,Ate,2023-04-13,App,Inactivo,2025-07-25,4,10,1569.7,159,1
9573,Jose Miguel Moya,57,Femenino,Cusco,Cusco,2022-05-28,Tienda,Alto Valor,2025-10-09,15,49,83621.69,83,0
9574,Alex Casals Rubio,28,Femenino,Lima,Surco,2022-09-27,Tienda,Inactivo,2025-07-24,7,19,35655.88,160,1
9575,Ruperta del Torrens,55,Femenino,Piura,Tambogrande,2023-06-28,Web,Regular,2025-12-25,5,14,12072.39,6,0
9576,Alonso Alex Palomares Gallardo,23,Femenino,Piura,Tambogrande,2023-03-15,App,Regular,2025-12-26,7,18,19998.06,5,0
9577,Silvestre Cabanillas-Lara,43,Masculino,Piura,Catacaos,2022-02-10,Web,Inactivo,2025-05-08,11,40,58619.95,237,1
9578,Liliana Jaén Mata,40,Masculino,Trujillo,Víctor Larco,2022-02-20,Tienda,Inactivo,2025-08-28,4,11,8835.81,125,1
9579,Ana Bilbao Asenjo,38,Masculino,Cusco,Santiago,2022-12-20,Tienda,Alto Valor,2025-12-27,14,36,52092.23,4,0
9580,Octavio Palacios Baños,33,Femenino,Piura,Veintiséis de Octubre,2022-12-20,Web,Ocasional,2025-11-02,2,7,11098.79,59,0
9581,Florentina Chamorro,41,Masculino,Cusco,San Sebastián,2022-06-22,Tienda,Regular,2025-12-10,5,13,17219.45,21,0
9582,Dimas Fabra Estevez,33,Masculino,Lima,Comas,2022-02-03,App,Inactivo,2023-07-12,1,2,546.76,903,1
9583,Mar Cloe Aguiló Mármol,36,Femenino,Trujillo,Trujillo,2022-12-07,Tienda,Inactivo,2024-12-19,3,10,5620.61,377,1
9584,Ainara Dora Galan Aragón,28,Masculino,Trujillo,El Porvenir,2023-01-07,Web,Inactivo,2025-09-26,6,16,22000.97,96,1
9585,Candelas Font Garriga,52,Femenino,Cusco,San Jerónimo,2023-05-26,Web,Regular,2025-12-24,8,16,21849.55,7,0
9586,Marisa Anna Fuente Clemente,45,Masculino,Arequipa,Cercado,2022-01-30,Web,Alto Valor,2025-12-30,17,51,65544.98,1,0
9587,Jordán Mayo Benitez,32,Masculino,Lima,Surco,2022-04-09,App,Regular,2025-10-27,6,13,14614.77,65,0
9588,Chita del Jaén,50,Masculino,Lima,Surco,2022-11-30,Tienda,Inactivo,2025-05-19,8,20,37519.51,226,1
9589,Maximiliano Salmerón-Somoza,55,Masculino,Lima,San Isidro,2022-08-21,Web,Regular,2025-12-16,9,24,31428.33,15,0
9590,Ruperta Pacífica Adán Maza,37,Masculino,Lima,San Isidro,2022-03-08,Tienda,Alto Valor,2025-12-23,23,62,61752.03,8,0
9591,Pili Salinas Vicente,42,Femenino,Cusco,San Sebastián,2025-12-22,App,Inactivo,,0,0,0.0,999,1
9592,Isabel Sancho Leal,44,Femenino,Piura,Veintiséis de Octubre,2022-10-16,Tienda,Inactivo,2025-06-04,4,13,5696.79,210,1
9593,Natalia Alberdi Armengol,42,Masculino,Trujillo,Moche,2024-03-26,Web,Inactivo,,0,0,0.0,999,1
9594,Joel Aurelio Aliaga Badía,49,Femenino,Arequipa,Socabaya,2023-01-20,App,Inactivo,2025-02-09,1,1,575.98,325,1
9595,Amor Sánchez-Becerra,23,Masculino,Piura,Castilla,2023-03-03,Tienda,Inactivo,2025-09-10,5,11,11150.1,112,1
9596,Soraya Lasa Reig,28,Femenino,Lima,Surco,2023-04-20,Tienda,Inactivo,2023-04-22,1,1,23.88,984,1
9597,Purificación Olivares Uría,46,Femenino,Lima,San Miguel,2022-09-01,App,Inactivo,2024-11-15,3,7,8864.87,411,1
9598,Glauco Lamas-Mosquera,43,Femenino,Arequipa,Yanahuara,2022-03-04,Tienda,Inactivo,2023-12-10,1,4,3761.01,752,1
9599,Armando Vazquez,40,Masculino,Lima,Surco,2022-08-26,Tienda,Alto Valor,2025-12-30,10,33,33013.8,1,0
9600,Eustaquio Elorza Piñeiro,39,Femenino,Arequipa,Cercado,2022-11-12,Tienda,Regular,2025-12-10,9,25,56534.17,21,0
9601,Marco Carrión Carmona,36,Masculino,Trujillo,El Porvenir,2022-01-06,Tienda,Inactivo,2025-04-07,2,3,927.3,268,1
9602,Fidel Borja Aguiló,54,Femenino,Arequipa,Paucarpata,2022-07-05,App,Alto Valor,2025-11-15,17,43,44700.62,46,0
9603,Alicia Cáceres-Galvez,25,Masculino,Trujillo,Víctor Larco,2022-09-18,App,Alto Valor,2025-12-26,14,39,43305.82,5,0
9604,Gonzalo Sáenz,46,Femenino,Lima,Los Olivos,2022-04-28,Web,Regular,2025-12-15,9,20,19818.54,16,0
9605,Daniel Rincón-Zorrilla,22,Femenino,Arequipa,Cayma,2022-09-27,Web,Inactivo,2024-12-27,4,9,6990.53,369,1
9606,Pablo Gelabert Cobo,44,Masculino,Cusco,Cusco,2022-10-27,Tienda,Alto Valor,2025-12-08,11,28,45278.82,23,0
9607,Lara Egea Carrión,22,Masculino,Lima,La Molina,2023-01-13,Web,Regular,2025-11-18,8,18,14937.87,43,0
9608,Teresita Diaz Coll,54,Masculino,Arequipa,José Luis Bustamante,2022-06-24,Tienda,Frecuente,2025-11-12,14,40,28610.45,49,0
9609,Olalla Zaragoza Ortiz,18,Masculino,Lima,San Isidro,2023-03-08,Tienda,Inactivo,2025-05-08,4,15,9505.08,237,1
9610,Zaida Franch Yuste,31,Masculino,Trujillo,Víctor Larco,2022-04-15,App,Inactivo,2023-12-30,1,1,4283.4,732,1
9611,Maximiano Rubén Roselló Beltran,43,Otro,Piura,Piura,2023-10-09,Tienda,Inactivo,2025-07-13,2,3,962.85,171,1
9612,Guadalupe del Priego,36,Masculino,Piura,Veintiséis de Octubre,2022-04-01,Tienda,Regular,2025-12-27,7,16,26865.62,4,0
9613,Marianela Aroa Azcona Saura,31,Masculino,Lima,Miraflores,2022-03-25,Tienda,Inactivo,2025-09-08,5,13,13992.77,114,1
9614,Araceli Valencia Andres,24,Masculino,Lima,San Isidro,2022-08-31,App,Inactivo,2025-04-08,3,8,13765.03,267,1
9615,Eustaquio Luciano Jara Nadal,59,Femenino,Piura,Castilla,2022-08-20,Tienda,Frecuente,2025-11-04,13,28,25548.43,57,0
9616,Flavia Pellicer Aroca,28,Femenino,Arequipa,Cayma,2024-02-15,App,Inactivo,2024-10-08,1,2,514.76,449,1
9617,Vinicio Talavera,46,Masculino,Arequipa,Cayma,2022-06-06,Tienda,Inactivo,2025-05-30,4,16,28388.14,215,1
9618,Delia Roselló Sales,39,Masculino,Lima,San Isidro,2022-11-27,App,Inactivo,,0,0,0.0,999,1
9619,Anselmo Fábregas-Rius,31,Masculino,Cusco,Santiago,2022-09-21,Tienda,Alto Valor,2025-12-17,18,51,62769.2,14,0
9620,Basilio Donaire Rebollo,32,Masculino,Lima,San Miguel,2023-01-30,Web,Inactivo,2024-06-20,2,7,4805.91,559,1
9621,Rolando León-Morera,38,Femenino,Piura,Castilla,2022-09-23,App,Alto Valor,2025-12-21,24,70,122196.66,10,0
9622,Edelmiro Silva Villegas,60,Masculino,Lima,Miraflores,2023-04-12,App,Frecuente,2025-12-28,10,27,14528.33,3,0
9623,Micaela Molina Boada,40,Masculino,Arequipa,Paucarpata,2022-03-20,Tienda,Regular,2025-10-04,4,8,17586.95,88,0
9624,Sancho Talavera Díaz,50,Femenino,Lima,Comas,2022-02-23,Tienda,Alto Valor,2025-12-20,16,49,77559.44,11,0
9625,Guiomar Egea Llobet,28,Femenino,Piura,Piura,2022-03-26,Tienda,Inactivo,2023-02-14,1,3,5569.63,1051,1
9626,Malena Múñiz Contreras,52,Femenino,Trujillo,Huanchaco,2022-02-12,Web,Ocasional,2025-12-13,3,5,9460.39,18,0
9627,María Fernanda Valbuena Castillo,46,Masculino,Trujillo,La Esperanza,2023-02-09,Web,Inactivo,2025-07-20,8,20,10206.25,164,1
9628,José Palomar-Jurado,42,Femenino,Cusco,Wanchaq,2022-03-13,Tienda,Alto Valor,2025-12-30,13,30,33701.56,1,0
9629,María Vendrell,26,Femenino,Trujillo,Moche,2022-01-21,Tienda,Inactivo,2025-06-29,7,24,39289.22,185,1
9630,Florencio Ezequiel Somoza Campoy,27,Femenino,Trujillo,El Porvenir,2022-09-19,App,Inactivo,2024-07-09,3,7,3400.98,540,1
9631,Ulises Peñalver Arjona,39,Femenino,Trujillo,Moche,2023-10-18,Tienda,Inactivo,2024-11-03,1,5,10602.93,423,1
9632,Maribel Tur Aguilar,55,Femenino,Lima,San Miguel,2022-05-22,Tienda,Regular,2025-12-30,9,28,41535.58,1,0
9633,Elías Real Ferrándiz,47,Femenino,Lima,La Molina,2023-05-15,App,Inactivo,2025-05-25,6,15,14500.79,220,1
9634,Javier Acero Nebot,35,Femenino,Arequipa,Cayma,2022-04-25,Web,Inactivo,2025-03-15,5,14,4591.08,291,1
9635,Marisol del Dávila,36,Masculino,Piura,Piura,2022-01-18,Tienda,Inactivo,2025-07-26,3,7,2890.5,158,1
9636,Priscila Ruiz Ponce,43,Masculino,Trujillo,La Esperanza,2023-03-02,Tienda,Alto Valor,2025-12-20,15,40,51568.16,11,0
9637,Raquel del Vilalta,34,Femenino,Lima,Surco,2023-04-11,Tienda,Inactivo,2025-03-19,7,23,57788.91,287,1
9638,María Neira Villena,38,Masculino,Lima,Miraflores,2022-06-12,Tienda,Alto Valor,2025-12-16,10,24,42464.53,15,0
9639,Belen Guillen-Alberdi,44,Masculino,Piura,Castilla,2022-10-30,Tienda,Inactivo,2024-10-04,3,4,481.28,453,1
9640,Noemí Rivero,37,Femenino,Piura,Castilla,2023-01-31,Tienda,Regular,2025-12-30,6,12,9728.81,1,0
9641,Palmira Dulce Fernandez Abad,39,Masculino,Trujillo,Moche,2023-06-21,Tienda,Inactivo,2025-04-02,3,10,11412.01,273,1
9642,Alfredo Salinas Palomino,18,Femenino,Cusco,Cusco,2022-03-06,,Frecuente,2025-12-02,15,42,20197.09,29,0
9643,Epifanio Adán Posada,38,Femenino,Cusco,San Jerónimo,2022-07-20,Web,Inactivo,2025-06-16,7,15,24973.91,198,1
9644,Edmundo del Tormo,37,Masculino,Trujillo,,2023-08-29,Tienda,Alto Valor,2025-10-12,10,29,41798.36,80,0
9645,Pepita Portillo Tena,54,Femenino,Lima,La Molina,2022-03-05,Tienda,Inactivo,2023-08-19,2,5,5819.15,865,1
9646,Jose Antonio Barrio-Guijarro,40,Masculino,Lima,San Isidro,2022-01-03,Web,Inactivo,2025-06-02,6,18,14759.29,212,1
9647,Anastasia Salazar Quirós,36,Masculino,Trujillo,Huanchaco,2023-02-24,Web,Alto Valor,2025-12-15,10,27,34189.57,16,0
9648,Venceslás Azorin Peñas,54,Femenino,Arequipa,Yanahuara,2023-02-15,Tienda,Inactivo,2025-05-12,8,13,20880.15,233,1
9649,Adelina Martí-Conesa,32,Femenino,Trujillo,Víctor Larco,2022-01-05,App,Inactivo,2024-02-24,1,3,3809.55,676,1
9650,Yolanda Barranco,45,Femenino,Piura,Veintiséis de Octubre,2022-02-12,Tienda,Regular,2025-11-25,6,14,17660.89,36,0
9651,Roberta Abril Ayuso Echevarría,41,Masculino,Lima,Ate,2022-05-19,Tienda,Regular,2025-11-02,5,17,35647.7,59,0
9652,Macarena Caridad Verdugo Pedraza,43,Masculino,Arequipa,Cercado,2023-01-19,Tienda,Inactivo,2025-05-10,9,18,13403.05,235,1
9653,Ignacia Palomino Madrid,26,Femenino,Lima,Miraflores,2022-04-14,Web,Alto Valor,2025-12-17,17,38,47295.49,14,0
9654,Salomé de Garmendia,45,Masculino,Lima,Surco,2023-04-12,Web,Regular,2025-12-19,9,15,27093.43,12,0
9655,Eloísa Villegas,34,Femenino,Cusco,San Sebastián,2022-07-22,Tienda,Inactivo,2023-08-04,2,8,2050.44,880,1
9656,Omar Ángel Tovar,34,Femenino,Piura,Piura,2022-09-15,Tienda,Alto Valor,2025-12-09,13,28,41055.23,22,0
9657,Isidoro Mayoral Haro,40,Femenino,Trujillo,Víctor Larco,2023-05-27,,Inactivo,2024-12-22,2,6,2407.96,374,1
9658,Jose Luis Saturnino Ramos Cornejo,43,Masculino,Lima,San Miguel,2022-08-11,Web,Inactivo,2023-04-05,1,4,3393.73,1001,1
9659,Juan Pablo de Sanmiguel,36,Femenino,Trujillo,Huanchaco,2023-03-07,Tienda,Regular,2025-12-23,9,33,44608.49,8,0
9660,Águeda Moraleda,43,Masculino,Lima,Ate,2024-04-01,Web,Inactivo,,0,0,0.0,999,1
9661,Zoraida Blasco Acevedo,44,Masculino,Piura,Piura,2022-12-10,App,Alto Valor,2025-11-26,19,43,65816.09,35,0
9662,Loreto Moreno Corbacho,49,Masculino,Lima,Surco,2022-03-12,Tienda,Regular,2025-10-12,8,14,25276.92,80,0
9663,Arturo Fábregas Guzmán,48,Femenino,Lima,Miraflores,2022-07-07,App,Inactivo,2025-06-14,5,14,18742.59,200,1
9664,Fulgencio Zurita Perales,29,Masculino,Piura,Piura,2022-09-18,App,Inactivo,2024-05-21,3,10,8039.1,589,1
9665,Flavia Esteban-Cervantes,43,Masculino,Cusco,Santiago,2022-11-18,Web,Alto Valor,2025-12-16,15,39,56632.32,15,0
9666,Bernardita Gallart Iglesias,28,Masculino,Lima,Comas,2022-12-27,Web,Alto Valor,2025-12-13,14,34,52690.74,18,0
9667,Olegario Cadenas Cueto,46,Masculino,Piura,Castilla,2022-01-21,Tienda,Inactivo,,0,0,0.0,999,1
9668,Aristides Álamo Tello,37,Masculino,Piura,Tambogrande,2022-03-07,Tienda,Inactivo,2025-09-22,6,14,28113.91,100,1
9669,Omar Bejarano Cabello,46,Masculino,Trujillo,Huanchaco,2022-06-27,Tienda,Alto Valor,2025-12-27,17,52,47995.91,4,0
9670,Eulalia Arregui Leon,33,Femenino,Piura,Castilla,2022-05-18,Tienda,Inactivo,2025-09-14,5,20,15971.08,108,1
9671,Fabiana de Giner,50,Femenino,Trujillo,Moche,2022-01-24,Tienda,Inactivo,2024-12-24,2,6,9114.93,372,1
9672,Bibiana Matas-Santamaria,23,Masculino,Lima,La Molina,2022-11-28,Tienda,Frecuente,2025-12-22,18,49,21240.95,9,0
9673,Florentina Pablo Jimenez,45,Masculino,Lima,Miraflores,2022-07-21,Tienda,Inactivo,2025-08-25,9,18,27707.11,128,1
9674,Carlota Vanesa Carrillo Nicolás,63,Otro,Lima,Surco,2022-12-16,Tienda,Inactivo,2024-07-31,2,8,6124.01,518,1
9675,Verónica Cano,26,Femenino,Piura,Catacaos,2022-11-13,Web,Inactivo,2025-05-21,10,25,13701.15,224,1
9676,Tere Cabrera Escribano,50,Masculino,Arequipa,Cayma,2022-11-14,App,Inactivo,2024-07-24,3,10,9756.62,525,1
9677,Paca Serrano Vives,22,Femenino,Lima,Surco,2022-12-26,Tienda,Regular,2025-12-29,9,20,17114.25,2,0
9678,Marcelino Julián Noriega,35,Femenino,Trujillo,La Esperanza,2022-08-26,Tienda,Regular,2025-12-13,4,13,16173.67,18,0
9679,Coral Rincón-Palomar,24,Femenino,Trujillo,Trujillo,2022-09-17,Tienda,Ocasional,2025-12-07,3,6,7778.75,24,0
9680,Luis Miguel del Díaz,66,Femenino,Lima,Los Olivos,2023-09-17,App,Inactivo,2024-01-30,1,2,272.53,701,1
9681,Fabio Pla Bermudez,33,Femenino,Lima,Ate,2022-04-06,App,Inactivo,2025-09-17,7,17,13654.85,105,1
9682,Faustino Duarte-Grande,26,Masculino,Lima,San Miguel,2022-03-12,App,Regular,2025-11-30,5,10,37751.01,31,0
9683,Bárbara Losa Cuadrado,28,Masculino,Lima,Surco,2023-01-16,Web,Inactivo,2024-11-03,3,10,16417.89,423,1
9684,Toribio Aragón Andrade,18,Masculino,Lima,San Isidro,2025-12-27,Web,Inactivo,,0,0,0.0,999,1
9685,Jenaro Zabala,34,Masculino,Arequipa,Yanahuara,2022-01-28,,Inactivo,2025-09-16,4,4,12435.42,106,1
9686,Caridad Lasa,63,Femenino,Lima,San Miguel,2022-03-18,Web,Inactivo,2025-06-09,5,12,17182.43,205,1
9687,Nilo Borrás-Jódar,25,Femenino,Lima,,2022-03-10,Tienda,Inactivo,2025-08-12,5,10,13185.81,141,1
9688,Francisco Javier Cid Santos,47,Femenino,Lima,Ate,2022-06-23,Web,Inactivo,2025-07-26,7,14,13525.34,158,1
9689,Dionisio Ricardo Llorente Berrocal,25,Masculino,Piura,Castilla,2023-07-14,Web,Inactivo,2025-05-19,1,1,24.86,226,1
9690,Ariadna Lilia Peiró Gabaldón,42,Masculino,Trujillo,La Esperanza,2022-08-05,Web,Inactivo,2025-05-04,6,13,16801.41,241,1
9691,Felicidad Ayala,46,Femenino,Arequipa,Socabaya,2022-09-24,Tienda,Frecuente,2025-12-27,11,24,28882.91,4,0
9692,Gabriel Aranda Castells,50,Femenino,Trujillo,Víctor Larco,2022-06-05,Tienda,Inactivo,,0,0,0.0,999,1
9693,Ovidio de Aparicio,45,Femenino,Lima,Los Olivos,2023-04-09,Web,Inactivo,2025-02-05,2,6,5976.27,329,1
9694,Jose Manuel Burgos Antón,30,Masculino,Lima,La Molina,2023-03-02,Web,Inactivo,2025-06-15,5,7,9576.32,199,1
9695,Reyes Leiva Beltrán,50,Femenino,Piura,Piura,2022-02-19,Tienda,Inactivo,2025-09-18,6,13,14693.28,104,1
9696,Raimundo Alegre Osorio,29,Masculino,Piura,Tambogrande,2022-12-22,Tienda,Alto Valor,2025-12-31,14,41,68067.89,0,0
9697,Ani Monreal,38,Femenino,Trujillo,La Esperanza,2022-11-02,Tienda,Regular,2025-12-19,5,20,22780.23,12,0
9698,Serafina Melero Artigas,40,Masculino,Lima,La Molina,2023-03-09,Tienda,Alto Valor,2025-12-26,10,36,56957.55,5,0
9699,Sol Perales Mateu,26,Femenino,Lima,Los Olivos,2023-07-21,Web,Regular,2025-11-01,6,18,14883.57,60,0
9700,Ascensión del Morera,36,Femenino,Piura,Piura,2022-09-25,Web,Alto Valor,2025-12-31,11,28,40747.28,0,0
9701,Maite Saturnina Arce Córdoba,18,Masculino,Lima,San Isidro,2023-02-04,Tienda,Alto Valor,2025-12-25,17,54,52649.55,6,0
9702,Rodrigo Valdés Domínguez,30,Masculino,Trujillo,Huanchaco,2023-01-31,Tienda,Inactivo,2023-12-05,2,9,8346.87,757,1
9703,Cristian Verdú Borrego,41,Masculino,Arequipa,Yanahuara,2023-06-16,App,Alto Valor,2025-12-30,13,35,75051.11,1,0
9704,Silvia Nicolás Briones,41,Femenino,Lima,Ate,2023-05-28,Tienda,Alto Valor,2025-10-26,10,32,43934.29,66,0
9705,Ricarda Carina Morillo Lamas,41,Masculino,Arequipa,Socabaya,2023-07-05,Tienda,Regular,2025-12-10,4,9,10567.12,21,0
9706,Modesta Valbuena Jove,47,Femenino,Lima,La Molina,2024-01-09,Tienda,Regular,2025-11-20,7,12,11190.33,41,0
9707,Dani Borrás-Cisneros,52,Masculino,Piura,Castilla,2022-10-01,App,Inactivo,2025-07-30,2,4,14117.91,154,1
9708,Selena Jenny Villalonga Iglesia,31,Masculino,Lima,Ate,2023-10-09,Tienda,Inactivo,2025-09-18,7,18,15676.35,104,1
9709,Melchor Sabas Trillo Molins,37,Masculino,Piura,Piura,2022-10-17,App,Alto Valor,2025-11-28,11,31,72852.31,33,0
9710,Nilda del Girona,32,Femenino,Lima,La Molina,2023-03-18,Tienda,Inactivo,2025-04-22,5,14,14447.99,253,1
9711,Saturnina Marita Morán Cuevas,44,Femenino,Lima,Surco,2022-08-19,Web,Inactivo,2025-06-08,5,15,13751.62,206,1
9712,Arcelia Zamorano Cabello,18,Femenino,Cusco,Santiago,2022-10-11,Tienda,Inactivo,2024-12-12,4,7,14626.5,384,1
9713,Toribio Rincón-Benavente,22,Femenino,Lima,Los Olivos,2024-06-27,Tienda,Regular,2025-12-01,4,13,31453.67,30,0
9714,Constanza Portero Polo,56,Masculino,Lima,San Miguel,2022-12-08,Web,Inactivo,2025-07-06,4,11,8987.12,178,1
9715,Virgilio del Barros,51,Femenino,Lima,Surco,2023-07-23,Tienda,Inactivo,2024-09-05,4,14,27946.06,482,1
9716,Jose Montes Lozano,27,Masculino,Cusco,Santiago,2023-02-04,Web,Inactivo,2024-11-18,5,13,12390.55,408,1
9717,Dan Cornejo Castrillo,18,Masculino,Piura,Tambogrande,2022-05-17,,Inactivo,2025-07-20,7,25,46494.95,164,1
9718,Abilio de Múgica,41,Femenino,Arequipa,Paucarpata,2022-06-22,Tienda,Inactivo,2025-09-13,2,4,4497.63,109,1
9719,Eusebio Vinicio Exposito Bustamante,39,Femenino,Arequipa,Paucarpata,2022-06-15,Tienda,Regular,2025-12-01,5,10,7648.17,30,0
9720,Felicia Raquel Cordero Aparicio,18,Femenino,Lima,Los Olivos,2022-08-03,Web,Inactivo,2025-09-22,7,16,10067.39,100,1
9721,Simón Bayona Alfaro,43,Femenino,Arequipa,Cayma,2022-03-23,Tienda,Frecuente,2025-12-13,17,39,28519.04,18,0
9722,Antonio Gibert Pi,47,Otro,Cusco,Santiago,2023-01-29,Web,Inactivo,2025-07-13,11,30,50655.72,171,1
9723,Flora Montoya Benavides,36,Masculino,Lima,Miraflores,2022-02-26,Tienda,Regular,2025-11-02,6,13,24168.59,59,0
9724,Santiago Codina-Comas,24,Masculino,Lima,,2024-02-29,Tienda,Inactivo,2024-03-16,2,3,3727.2,655,1
9725,Nereida Pacheco Aller,32,Femenino,Lima,San Miguel,2023-09-27,Tienda,Inactivo,2025-05-09,2,5,4020.46,236,1
9726,Leoncio Olivera Amaya,49,Femenino,Lima,Comas,2022-03-14,App,Regular,2025-10-22,7,20,12414.86,70,0
9727,Dalila Matas Cañete,45,Masculino,Piura,Piura,2022-07-29,Tienda,Inactivo,2025-07-21,3,5,3206.07,163,1
9728,Marisela Donoso,27,Masculino,Cusco,Santiago,2022-02-18,Tienda,Alto Valor,2025-12-31,20,62,64490.14,0,0
9729,Jose Antonio Piquer Morales,49,Femenino,Arequipa,Socabaya,2022-04-11,App,Alto Valor,2025-12-31,16,34,67825.54,0,0
9730,Fortunata del Bellido,54,Femenino,Trujillo,La Esperanza,2023-11-14,Web,Ocasional,2025-11-06,2,5,3905.59,55,0
9731,Lázaro Beltran,28,Masculino,Lima,San Isidro,2022-03-18,Tienda,Alto Valor,2025-12-28,10,25,36822.99,3,0
9732,Casandra Angelita Amorós Mayol,51,Masculino,Arequipa,Paucarpata,2022-04-22,,Inactivo,2025-07-15,7,20,29075.45,169,1
